Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCT29,OUT013,1999.1207379385978
FDZ27,OUT046,784.072695335009
FDN57,OUT017,2251.9494651386112
FDA03,OUT018,2107.8460727234556
FDZ36,OUT045,3059.0671748153613
NCU05,OUT013,1320.8573707830174
FDT39,OUT018,2156.1341993254036
FDK60,OUT017,1612.5075054711945
FDZ25,OUT017,2825.3618876749906
FDG12,OUT046,2068.122897327483
DRB01,OUT019,444.2036957675186
NCC43,OUT027,5665.912524022942
FDX13,OUT019,546.4299186633555
FDM22,OUT049,902.3554686942675
FDJ03,OUT027,1627.4346912613003
FDU14,OUT018,3374.296417026624
FDB33,OUT010,379.80104215370534
FDP27,OUT046,3450.7819271983594
FDO38,OUT010,194.55954300764807
FDE28,OUT027,5634.069837785893
FDO27,OUT035,1626.351306931071
DRL23,OUT027,2910.39682732432
FDS28,OUT046,909.9234323080507
FDX24,OUT013,1504.3286579629018
FDZ02,OUT035,1628.4672518719883
FDL46,OUT045,1841.9580613551207
FDS60,OUT027,4842.559660113164
NCO06,OUT017,596.4897622812242
FDO16,OUT035,1489.1191271075863
FDC60,OUT049,1380.3149643402182
FDA48,OUT018,3058.8521595970083
FDZ36,OUT027,4917.228288872951
FDK27,OUT045,1850.7427586778902
FDW23,OUT018,567.7552847674638
FDM14,OUT018,1436.6458115181033
FDM14,OUT013,1701.2101425261383
FDW60,OUT018,2598.16182801765
FDE21,OUT013,1869.8873465290426
NCM42,OUT035,1784.5320875558796
FDY59,OUT010,225.35206406860212
DRI49,OUT049,1331.4729736824895
FDT28,OUT019,324.0076891662173
FDQ22,OUT018,560.1392627896869
FDR60,OUT049,1265.0032477725151
FDC50,OUT019,260.9748090210063
FDV24,OUT013,2262.994707734962
DRF48,OUT010,440.6779074839887
FDQ47,OUT046,664.5197353235462
DRN36,OUT049,1507.8028572452843
NCY06,OUT035,2189.7848483387365
FDE52,OUT035,1479.2484949003272
NCB54,OUT045,1926.7632407539586
NCF31,OUT035,2456.561625398561
FDJ08,OUT027,5005.4193929351895
NCC07,OUT017,1728.5484356642157
NCD19,OUT027,1807.7690509503634
FDL46,OUT049,2020.6189857380864
FDM20,OUT045,4003.7560305780235
NCI06,OUT010,436.2321705155653
DRM11,OUT035,4143.735715127586
NCH07,OUT018,2257.6258886177566
FDS23,OUT013,2001.4957074166784
FDO49,OUT018,681.8135160379352
FDS35,OUT049,1025.1811643258472
DRK39,OUT045,1417.0844089101925
DRI39,OUT049,904.9798085422817
FDV04,OUT017,2430.57729406852
NCN14,OUT035,3133.898394322756
FDH08,OUT013,3808.0769193491224
FDS20,OUT046,3268.0645220344736
FDV40,OUT049,1264.272172875171
FDZ48,OUT010,270.08652335696496
FDS24,OUT027,2531.8051385784584
FDK44,OUT049,2917.2401218596324
FDS48,OUT045,2654.338112564527
FDK26,OUT010,439.90854146177014
FDD23,OUT045,3025.3291167446982
NCH54,OUT017,2687.032256271815
NCP14,OUT010,293.9085731892978
FDM60,OUT010,121.53297728600467
FDV24,OUT017,2385.375616193564
FDH08,OUT018,3186.0755315656406
FDS12,OUT027,3302.9579371543346
FDR39,OUT027,4860.453353207247
FDP12,OUT027,1327.1300985052058
DRF60,OUT027,5674.503914642875
FDC09,OUT035,1648.095434708731
FDF50,OUT018,2783.798340706712
FDG28,OUT035,4102.018136648968
NCE19,OUT017,833.5684888798937
NCM53,OUT010,273.8712966968957
NCN18,OUT049,1781.3592049633712
FDF32,OUT035,3194.7390562447995
FDF11,OUT013,4013.9586714491643
DRI59,OUT049,3633.375972961607
NCG54,OUT035,2934.267676114319
FDM44,OUT046,1726.7174773926695
FDT57,OUT018,3292.342705727208
FDV24,OUT046,2301.111879292187
FDI50,OUT019,532.1245825717218
FDS09,OUT035,770.634264802221
NCC31,OUT027,4007.062299867634
FDQ07,OUT019,518.06934863988
FDC22,OUT017,3309.869860712541
FDZ56,OUT046,2812.199825132519
FDZ40,OUT019,168.55735856918804
FDS46,OUT027,3099.3859646105197
DRD24,OUT045,2179.774771173923
FDV45,OUT017,3281.9463997771754
FDL26,OUT045,2677.146081693423
FDA56,OUT018,1797.5859966516475
FDN27,OUT046,2029.1473744435611
FDM20,OUT049,3879.9570917207616
FDO16,OUT017,1452.89507205172
FDL03,OUT035,3149.352394515732
FDE58,OUT046,2049.2700392804695
FDI02,OUT027,3041.704207791606
NCC55,OUT019,108.51613416581118
FDR03,OUT018,2941.888722857124
FDB14,OUT017,1454.1154288976438
FDR45,OUT013,4030.926079843729
NCN07,OUT017,2294.119131670918
FDM51,OUT019,267.6106592455877
FDT52,OUT027,5704.7314497868465
FDL26,OUT046,2559.4754520257816
NCZ42,OUT046,3766.8376627984426
DRI47,OUT019,318.5435374025962
FDW40,OUT013,2306.866358818865
FDN34,OUT046,2853.042669331117
FDS01,OUT035,2999.2685215943075
NCG55,OUT045,1839.0636374034302
FDC11,OUT035,1360.3782477920076
FDX35,OUT018,3137.696051246736
NCB06,OUT046,2672.921150462806
FDR09,OUT019,765.1681914047299
FDC53,OUT017,1690.5912026404817
FDY45,OUT013,4256.087707127147
FDA22,OUT010,398.35016130586683
FDE02,OUT035,1619.2441927227126
FDW21,OUT045,1567.3087844211507
FDV34,OUT046,1203.5323609153643
FDS59,OUT049,1727.2209748183088
NCW17,OUT017,2272.229503667211
NCK54,OUT046,2018.4752037283513
FDG17,OUT019,545.6447105741149
FDG35,OUT017,2876.3043274828933
FDD08,OUT010,117.11188854932725
NCO07,OUT017,3853.457923148439
FDJ10,OUT010,328.7173206812455
FDW36,OUT017,1786.0840401279725
FDW21,OUT010,259.95197384786303
FDY19,OUT017,2082.19244382452
DRE03,OUT013,685.0339796203356
NCC55,OUT049,716.8861124979686
FDH52,OUT010,180.81413224805252
FDO09,OUT017,4070.936961190956
FDU43,OUT045,3796.504942866674
FDX09,OUT010,422.53255469154266
FDH40,OUT019,234.1597603445567
FDW58,OUT017,1717.1532018365133
FDC47,OUT017,4036.328965609831
NCR41,OUT035,1493.591264464513
DRG49,OUT035,4146.254115127732
FDC52,OUT027,3949.3722193101544
FDY13,OUT046,1225.0452775521728
FDY35,OUT013,670.0764592061901
FDI35,OUT017,3263.5999092869806
NCU18,OUT049,2311.5537747834883
FDY33,OUT018,2257.2811846860395
FDC15,OUT027,4127.408565258893
FDU01,OUT049,3206.2104775303746
NCU42,OUT046,2865.7680040600862
NCV29,OUT018,2652.992970218613
NCY30,OUT017,3134.848036903409
FDQ46,OUT049,1792.126170334135
FDG58,OUT027,3973.6806233989632
FDK33,OUT017,3792.8504315661867
NCD07,OUT045,1779.4062077496026
NCX29,OUT027,3842.683824009252
NCT42,OUT013,2272.232299711117
DRN59,OUT035,680.1833633203294
FDI44,OUT035,1291.0294225233474
FDA45,OUT049,2859.167948471659
FDP31,OUT045,1074.4329172101832
FDY01,OUT046,1933.8038271909504
FDT09,OUT018,1903.032117974234
DRH03,OUT027,2641.0828494324796
FDA36,OUT018,2665.0054776673514
NCF31,OUT017,2357.1200967784316
FDG14,OUT049,2264.7496345823256
FDG28,OUT027,5704.7314497868465
FDU14,OUT049,4128.473636334999
FDY47,OUT019,306.780450049725
FDI56,OUT049,1403.3158289478297
DRD01,OUT013,830.3982397184893
FDM22,OUT046,913.5173976286517
FDH33,OUT013,653.2152235240835
DRZ24,OUT013,1873.1197992429736
NCQ38,OUT046,1751.0814959904833
FDO16,OUT027,2445.9235250284005
FDU07,OUT027,3936.6656237305224
NCB07,OUT013,2984.320905686075
FDU48,OUT045,2054.1836181481344
NCM43,OUT045,2773.344400079043
FDR31,OUT010,332.94766504391526
DRK49,OUT018,574.0501338110873
NCI30,OUT010,623.910875027679
DRD60,OUT017,3197.252466812169
NCG19,OUT046,3830.962239924099
FDH12,OUT035,1716.950101065094
FDM32,OUT035,1433.4017918343848
FDM27,OUT035,2680.7404572017444
NCU53,OUT027,4405.096359491491
NCQ18,OUT046,1599.5935662734148
FDS10,OUT013,2996.791302808771
FDB33,OUT027,4127.408565258893
FDI12,OUT013,1415.769238056669
NCW42,OUT013,3592.712180594037
NCC06,OUT018,1914.8355082692672
FDW02,OUT017,2165.8118406309313
NCD43,OUT017,1818.8099248508877
FDM57,OUT018,1208.6582214564337
FDA58,OUT017,3942.99809453559
FDK56,OUT046,3303.322583014659
FDP52,OUT045,3769.386225855413
FDW20,OUT018,1843.5168077654753
FDS52,OUT049,1620.5882754773704
NCT29,OUT018,1749.6170107916082
NCL54,OUT013,3087.2610102013896
FDC05,OUT045,2843.937328700596
FDF34,OUT035,3134.6194970018632
FDP03,OUT027,3204.6926377732557
FDD32,OUT010,199.10174552018222
FDZ10,OUT045,2046.7494566627217
FDZ40,OUT035,821.6249424431693
FDD51,OUT018,602.6041712952504
NCY30,OUT019,420.6727640671224
FDP58,OUT017,3785.374589236878
FDV49,OUT017,4022.905513616655
FDY24,OUT019,155.9984366472019
NCO55,OUT017,1758.9397153107209
FDR13,OUT017,1977.1990285817194
FDS51,OUT017,997.5957971415233
FDP26,OUT045,1577.5551071998302
NCB54,OUT027,3347.5827934714075
FDF32,OUT017,3376.0869432693994
FDN31,OUT018,2761.078875357875
DRM48,OUT017,599.8747686395734
FDN20,OUT049,2709.4251954646584
DRL01,OUT046,3780.836775134249
FDV56,OUT049,1708.7964649893026
DRH13,OUT027,2930.5780700264695
FDA03,OUT017,2512.5481232982847
FDF47,OUT027,5464.5985476698
FDX32,OUT046,2583.502773545176
FDX57,OUT049,1441.744566922286
NCA30,OUT045,2894.4591407935777
FDO49,OUT013,719.582539816226
FDL04,OUT019,293.1976673432263
DRM48,OUT035,634.3471681110565
FDR16,OUT013,3259.3616449303995
NCC19,OUT018,2750.123817491048
NCE42,OUT045,3749.8583383057294
FDY24,OUT017,869.2541737222527
FDH19,OUT049,2806.7406642738415
FDJ46,OUT013,2922.146293708239
FDN45,OUT010,620.0218309582448
FDY08,OUT035,2201.2399501263853
FDZ37,OUT035,1487.6688872359653
NCT30,OUT045,735.8660329840397
DRY23,OUT018,583.7901389382604
NCZ30,OUT018,1775.408272273421
FDC44,OUT018,1573.4792465645382
FDB45,OUT035,1619.5795172768894
FDY04,OUT013,2609.7643553509865
FDM27,OUT046,2698.145940867292
FDZ43,OUT017,3980.499839795013
FDT39,OUT019,324.0076891662173
NCC06,OUT019,306.07310545477674
FDL15,OUT027,3973.6806233989632
FDL57,OUT017,4177.059611583732
FDU08,OUT046,1655.7587450715669
FDK40,OUT017,3963.2852792122208
FDQ12,OUT010,603.6836044554504
FDS48,OUT017,2595.3943250691377
FDP09,OUT045,3480.230080989233
FDW21,OUT049,1638.2062424024762
FDY25,OUT035,3157.8108893934223
DRE13,OUT017,1481.1113146284383
FDV43,OUT019,109.71705916260778
FDD22,OUT045,1756.367477263888
FDM46,OUT019,255.11411212894242
NCO30,OUT010,472.25856119679185
FDM25,OUT046,2880.356123459693
NCN41,OUT049,2130.6684329676373
FDU24,OUT045,1469.6350681846134
FDZ50,OUT046,3126.53676901342
FDP45,OUT013,4213.037928441409
NCM54,OUT045,2025.9598629373693
FDW10,OUT019,412.6145972695693
FDP20,OUT017,2232.620013836795
FDK32,OUT046,2613.7993964522257
FDN52,OUT049,1321.1401453782191
FDM58,OUT045,1741.3112933323127
FDZ46,OUT027,3014.9692262186077
NCA18,OUT018,1686.8507627263793
FDD35,OUT046,2122.4798003847195
NCK31,OUT035,714.6938460690636
FDI40,OUT027,2752.3883694567335
FDT50,OUT019,263.0590277787778
NCT06,OUT046,2749.4756693638933
FDT31,OUT035,3153.6015711672667
FDT45,OUT049,911.5336149802986
FDT13,OUT045,2918.74935627936
FDO50,OUT045,1403.9368177115464
NCU18,OUT010,330.0711251258562
NCR54,OUT049,3264.1703892274727
NCO18,OUT018,2669.7156934043383
FDU09,OUT045,866.5469134558413
FDT13,OUT018,2777.828725470961
FDE09,OUT046,1845.552290610044
NCK53,OUT019,268.0335347178099
FDG45,OUT049,3613.900182864538
DRH15,OUT035,720.0015640594288
FDO21,OUT019,526.510834162188
FDD14,OUT027,4902.959990453426
FDC09,OUT046,1719.4083242419617
FDH45,OUT027,1435.7605708302467
FDV32,OUT046,1021.5483181951438
FDG12,OUT035,2013.933586772609
FDS32,OUT013,2312.220295810659
NCL55,OUT018,3321.350906436349
DRE01,OUT035,4111.497644868693
DRE15,OUT049,1276.8310851547205
NCL42,OUT045,3928.0401000416787
FDP31,OUT013,998.239884313378
FDN33,OUT018,1331.6087385685084
FDZ59,OUT046,2637.521060835666
FDE45,OUT010,435.1265330364455
FDJ07,OUT013,1863.895192817058
FDQ45,OUT018,2651.45801774303
FDM33,OUT027,5328.003278226547
FDO15,OUT010,193.98967210794325
FDM46,OUT013,1504.4921531036714
FDR03,OUT045,3287.276259324206
FDY49,OUT018,2384.5018413465114
FDQ60,OUT045,1826.4519275458522
FDW10,OUT049,2820.3626380647725
FDO51,OUT049,788.5046006637998
FDJ40,OUT018,1406.5924033689466
FDS20,OUT018,2609.1571921258665
FDU45,OUT013,1766.39769800908
FDV02,OUT035,2944.9817544474736
FDN09,OUT046,3841.276860322105
NCM55,OUT027,4922.277300075098
FDN23,OUT018,2002.810892434804
FDY31,OUT010,334.46030990692424
FDW03,OUT010,292.6516869852705
FDD14,OUT046,2888.6635400500777
FDV23,OUT017,2125.7547591021985
DRI03,OUT045,2771.547785291117
FDN13,OUT035,1578.336707745878
FDF45,OUT027,1928.8204827025643
FDU46,OUT035,1432.0657608283984
FDB57,OUT049,3400.7567652343423
FDV12,OUT049,1525.223511520645
FDQ58,OUT013,2261.9906766183835
NCA18,OUT017,1960.4184681454008
FDH52,OUT049,954.7764865054493
FDM24,OUT018,2132.43951090356
NCP43,OUT027,4860.453353207247
NCO18,OUT019,415.26872386925845
FDM32,OUT017,1427.709593029444
NCL07,OUT017,619.3722452033743
FDK03,OUT013,4334.973563385924
FDP59,OUT017,1706.7490186135817
FDQ24,OUT049,4056.330235987176
FDQ16,OUT018,1462.701311035377
FDU44,OUT013,2494.9043837891904
FDH28,OUT010,123.23702811752086
FDV28,OUT019,118.58292523843569
FDM22,OUT045,869.1381568723496
FDR56,OUT046,3155.261280498462
FDV39,OUT049,3205.7603528510185
FDU37,OUT019,231.83399755305095
FDQ11,OUT010,700.7196173218151
FDX02,OUT045,3611.8112721036528
NCS42,OUT018,1302.8806165393305
FDY57,OUT027,2642.344311670428
FDB21,OUT049,4018.991960369223
FDE28,OUT017,3944.027695380608
FDQ55,OUT017,1935.0026105790885
FDA48,OUT049,3500.0507418202515
FDZ19,OUT045,2751.471720119257
NCC43,OUT045,4065.089989786281
NCV18,OUT046,1389.7689292881912
NCA42,OUT018,2289.2548042677395
FDY45,OUT046,4211.846784711856
NCC30,OUT045,2778.094088603766
FDM57,OUT013,1387.0489833577456
FDL09,OUT010,411.5008959282748
FDB09,OUT027,3229.8055351800167
FDT44,OUT035,2043.0241097616715
NCT06,OUT027,4332.94108761233
FDX26,OUT049,3241.051220406876
FDK32,OUT013,2484.568138326247
DRA12,OUT046,2356.5345511719615
FDO46,OUT010,445.0100869786067
FDE52,OUT013,1397.1829897346774
NCH42,OUT045,3684.1771644507285
FDV08,OUT035,696.887071768665
FDB47,OUT018,2945.08418678905
FDC28,OUT010,310.671915843778
FDD22,OUT046,1905.2877788095773
FDS07,OUT027,3085.060631608709
DRI13,OUT045,3523.4350846307825
FDG32,OUT018,3114.2853691195364
FDU14,OUT017,4069.275541094172
FDD28,OUT019,189.0980529331941
NCP41,OUT017,1775.119431828001
FDS08,OUT049,2970.2411514810415
FDX47,OUT045,2367.121111031891
FDC53,OUT019,266.66067544273284
FDQ19,OUT035,4034.039772457302
FDL14,OUT045,2306.6530724754552
FDM33,OUT019,518.06934863988
FDA51,OUT045,1785.4170649901507
FDZ27,OUT018,680.5716663240013
FDT04,OUT046,634.7070478339491
DRC13,OUT049,2080.5531650337853
FDR16,OUT027,5250.058971665886
FDQ03,OUT027,5674.503914642875
FDE38,OUT035,2643.0384343414316
DRH23,OUT027,1877.1711056766546
FDT11,OUT019,439.7968892263512
FDD09,OUT035,3073.6669512167136
FDR40,OUT045,1382.985360804844
FDX07,OUT017,3129.807629107439
FDR07,OUT035,1555.3310360181958
FDA51,OUT017,1971.5381631681978
FDT59,OUT019,535.5664682971932
FDF20,OUT017,3364.603042515142
FDR13,OUT045,1791.6430160883253
FDY26,OUT049,3531.328136953064
FDW04,OUT017,2178.1138156869793
FDK52,OUT017,4025.813439505044
FDN60,OUT049,2694.164896157292
FDM09,OUT019,403.62245604440074
FDP46,OUT049,1341.795509591532
FDB50,OUT019,225.63721071587224
NCQ29,OUT049,4065.088181191968
FDP16,OUT027,5704.7314497868465
FDX33,OUT018,2320.41457218826
FDP07,OUT010,489.7435103545538
FDN22,OUT046,4036.6942557319453
FDF39,OUT049,4161.564714390081
FDS21,OUT017,955.6604853328629
NCM42,OUT013,1753.0879543978226
FDK50,OUT019,384.00188799711896
DRF13,OUT027,3924.492740052375
FDH35,OUT018,2372.6556337321526
FDP60,OUT018,1368.0252879438153
DRJ49,OUT027,3357.803612988032
NCT42,OUT019,322.40673313875925
FDE38,OUT049,2769.395226620298
FDI04,OUT049,3207.8023343846367
NCH54,OUT045,2712.0596085799125
FDT56,OUT049,919.0932581594052
DRD15,OUT018,3207.5846576275876
FDV58,OUT013,2972.391830654936
FDP21,OUT049,3397.463841953674
FDH05,OUT013,3838.8637200664916
FDR10,OUT027,4226.443857198471
NCP06,OUT045,2543.773086608663
FDF33,OUT049,1777.4289545832207
DRK37,OUT013,3081.277919674101
DRH49,OUT045,1339.2561768067494
FDT58,OUT013,2590.844656832046
FDD41,OUT018,1425.0637863322659
FDP40,OUT018,1530.8662252203994
FDM51,OUT027,2755.265622917871
FDO45,OUT010,205.27253818504093
FDW33,OUT010,294.82278663967526
FDY24,OUT045,852.1841931295473
FDB10,OUT010,595.8290246449143
FDM40,OUT035,2253.2977900253622
NCI06,OUT017,3168.375991480593
FDW12,OUT019,315.8272120294893
FDX48,OUT027,4007.062299867634
NCW05,OUT027,2910.39682732432
FDX27,OUT017,1554.2233838077946
DRM37,OUT045,2885.157774278132
FDA38,OUT045,3902.535774246833
FDR36,OUT046,677.771110373718
FDZ45,OUT046,3166.803404842744
FDG05,OUT017,2525.2242737874553
FDK28,OUT013,4326.52546514671
FDV47,OUT045,1346.6019468881602
FDN21,OUT045,2756.2398398956843
FDP20,OUT027,3302.9579371543346
FDI35,OUT045,2910.1497614744494
DRY23,OUT013,682.7145024251164
FDA56,OUT017,2107.4337245660367
FDB09,OUT013,1988.7394342738535
NCO26,OUT027,3092.757730558602
FDQ49,OUT018,2304.3032236958766
FDI52,OUT027,3172.8044453502707
FDZ44,OUT027,3092.757730558602
FDZ09,OUT018,2368.8983449803227
FDY03,OUT049,1872.0217166967602
NCG42,OUT017,2283.1321651432586
DRI13,OUT027,5307.467047953812
FDQ32,OUT013,2030.2027520539496
FDW16,OUT035,1394.5711625768456
FDU27,OUT046,734.8295446517666
FDR28,OUT010,397.87319821942367
FDQ49,OUT010,391.41434981363295
FDS37,OUT046,1946.4254343284097
FDW26,OUT018,3054.030703642866
FDX12,OUT018,3328.235233685841
NCP06,OUT013,2475.2994808277117
FDW45,OUT010,342.63597301330367
NCN30,OUT049,1438.3404386375873
FDN24,OUT049,907.3164783757759
NCL41,OUT027,1327.1300985052058
FDR02,OUT019,313.617138164432
FDD09,OUT010,445.75832622696515
FDS33,OUT010,207.21726844132812
FDU22,OUT045,1824.5640795733927
FDI53,OUT013,2451.066769320498
DRH01,OUT049,2920.729508410381
FDX32,OUT013,2422.8072456031437
NCP30,OUT018,562.7250995822905
FDB60,OUT045,2970.515254951541
FDB14,OUT049,1422.2501439714201
NCP02,OUT035,872.924087018402
FDJ10,OUT017,2289.288817710096
FDG34,OUT046,1812.19452234957
NCB18,OUT017,1363.8424693473107
FDM16,OUT049,1218.9680669821462
FDW25,OUT018,1237.2463868639388
FDB35,OUT010,219.02961423886313
DRN11,OUT013,2318.7662272048633
FDF41,OUT019,546.4299186633555
FDH16,OUT045,1377.9202965568275
NCQ50,OUT018,2989.7819927066753
DRH23,OUT018,791.2277512560468
DRJ37,OUT013,2257.8420083437663
DRJ24,OUT027,4901.438293000176
FDY16,OUT035,3164.0093614885964
FDQ27,OUT045,1610.9133417301064
FDZ33,OUT045,2465.463706976304
FDF29,OUT045,2043.4651416539352
FDA08,OUT049,2803.52788330494
FDG31,OUT046,1025.6291506604368
FDE34,OUT019,434.24845806927084
NCR30,OUT027,2213.527671310728
FDV33,OUT035,4280.8572558780115
DRZ24,OUT018,1748.4936882775444
NCL54,OUT035,2979.9335017910744
FDR12,OUT049,2991.902265706769
NCC54,OUT046,3996.084396827617
DRN59,OUT013,680.815869210762
FDX50,OUT019,314.7824750585773
FDV31,OUT027,4842.559660113164
NCA29,OUT027,4687.7975095745005
FDW60,OUT049,3036.412888264838
FDX08,OUT017,3274.1294912438584
DRD49,OUT013,3937.8908073552097
FDD33,OUT046,3740.330152663706
FDW35,OUT013,660.7571706395833
FDJ36,OUT017,1772.5232688401122
FDV51,OUT035,2891.9634666186025
FDW36,OUT046,1813.305310868414
FDH35,OUT046,2621.0873091638596
NCS30,OUT027,3385.7973903495167
FDN49,OUT017,627.5110778623266
FDL08,OUT018,3273.997228563314
FDI09,OUT013,3892.749683724912
FDP19,OUT018,1845.3342968500108
FDU21,OUT010,126.91433371616593
NCP41,OUT045,1552.9026518951598
FDY10,OUT013,1779.1119866734743
FDP12,OUT018,548.4265657137038
NCN26,OUT049,1929.2246981242572
FDK44,OUT013,2921.4381228918874
FDC28,OUT049,1781.142804049016
FDJ41,OUT027,5616.405710930665
NCT29,OUT035,2035.5919979813355
NCH42,OUT019,532.1245825717218
FDU60,OUT018,2418.9576559591346
FDS02,OUT045,3019.491647406629
FDC51,OUT046,2117.935742601374
FDU03,OUT013,3078.5613335600133
FDX39,OUT045,3478.0095309739636
NCY05,OUT010,119.4873921215986
NCL06,OUT027,5610.142396630462
FDD32,OUT035,1278.6517360930466
NCN41,OUT045,1962.2543471030306
NCX53,OUT049,2292.9618666000374
FDU57,OUT019,325.69683217845795
FDQ23,OUT046,1861.524155250226
FDQ52,OUT045,3997.2127084560184
FDC14,OUT045,651.5803652463485
FDY09,OUT035,2903.4460959075927
FDQ28,OUT045,2683.283536898866
FDV25,OUT046,3608.385650962661
FDJ07,OUT035,1937.417592633314
DRB25,OUT049,1745.0261771456512
FDK52,OUT019,529.4786752279168
FDY52,OUT027,1994.2175250048676
FDB28,OUT046,3386.8766496656103
FDT36,OUT035,632.1016674819854
FDV25,OUT017,3781.366666628973
NCN07,OUT027,3366.298294164169
FDC57,OUT017,3229.8646624710736
FDQ03,OUT018,3289.014502404525
FDU23,OUT017,2669.7696388874374
NCX41,OUT035,3710.846129779956
NCD06,OUT035,689.3070878349552
FDW08,OUT045,1574.6812192278126
NCU29,OUT017,2438.128172595428
NCE06,OUT013,2423.9470865891385
FDV52,OUT010,270.65860393283714
FDB02,OUT017,2790.269404175067
NCR18,OUT045,669.2822391826409
FDK16,OUT049,1456.8404498508098
NCQ29,OUT010,778.3541181790383
FDZ01,OUT019,276.43051284656167
FDW27,OUT035,2440.929621265642
FDD17,OUT018,3214.4336104055155
FDW39,OUT013,3000.8624715389055
DRH59,OUT045,1213.61941615174
FDS52,OUT013,1673.4354296154588
FDU40,OUT027,5115.792677760356
NCF54,OUT013,2899.919257982813
FDH46,OUT045,1590.1525903017982
NCP14,OUT049,1757.990370102319
FDH50,OUT049,3341.4782604326006
DRF15,OUT010,370.25822431264174
FDV27,OUT027,2523.802485778307
NCJ06,OUT049,2079.3343268869
FDN02,OUT018,2945.067607965168
FDQ51,OUT049,788.4358209484012
FDQ07,OUT017,3932.9602603910953
FDS45,OUT049,1777.9186343960587
NCJ06,OUT045,1929.2101173444253
FDD36,OUT035,1932.5068629992847
FDY25,OUT045,2983.2229399991456
FDU52,OUT046,2253.249364600742
DRK47,OUT017,3883.596698971515
NCL30,OUT017,2278.7482002360175
FDN22,OUT035,4145.267043015906
NCF30,OUT027,3293.3701194203045
FDK03,OUT035,4299.7891274201775
FDT45,OUT017,874.9480441392083
NCC54,OUT027,5701.68801807606
FDP08,OUT018,2829.856163203878
