Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDA22,OUT017,2301.8162898560836
NCL06,OUT046,4099.489324127404
FDI35,OUT013,2527.8339353479932
NCW42,OUT045,3183.027114165443
NCX06,OUT049,3051.6643076597907
FDC37,OUT027,3159.242859534398
FDZ14,OUT018,2520.1085812796487
DRG49,OUT049,3987.223697393521
NCG06,OUT045,3770.6552255340907
DRC36,OUT045,2517.057863098617
FDV21,OUT019,795.2999629926885
FDB53,OUT046,2256.267468444837
DRP47,OUT019,2816.837421721598
FDA14,OUT013,1929.1089026329078
DRC24,OUT035,2169.3478493233247
FDW21,OUT018,2276.92790270474
NCH29,OUT046,1588.9715449106147
FDU58,OUT013,2728.726242566366
FDY27,OUT017,2561.1983637104313
FDV56,OUT035,1572.9444652336738
FDT59,OUT046,3695.9762570218268
FDB23,OUT046,3702.2256915478215
FDR49,OUT045,372.005236181024
FDB03,OUT010,2119.695055806292
FDN39,OUT045,2527.8432932122423
FDX02,OUT027,4912.378699084178
FDQ16,OUT027,3137.814899995831
FDU35,OUT018,2066.059511996771
NCT29,OUT013,1574.9105695549697
FDZ27,OUT046,855.5898066881973
FDN57,OUT017,1933.9925327244127
FDA03,OUT018,2875.1416470372237
FDZ36,OUT045,2681.5964571211207
NCU05,OUT013,944.2973637932619
FDT39,OUT018,3048.3076761365633
FDK60,OUT017,1270.1178329297104
FDZ25,OUT017,2486.795568954991
FDG12,OUT046,2099.9154962683706
DRB01,OUT019,1945.2502268321878
NCC43,OUT027,5297.0237594699065
FDX13,OUT019,2893.906903467599
FDM22,OUT049,1079.468235366574
FDJ03,OUT027,2233.4390055596505
FDU14,OUT018,4583.689664965566
FDB33,OUT010,1001.757601329404
FDP27,OUT046,2934.2446841322253
FDO38,OUT010,-408.0831021772101
FDE28,OUT027,5025.368425215465
FDO27,OUT035,1168.1531406663858
DRL23,OUT027,3180.072201387489
FDS28,OUT046,930.5616073435037
FDX24,OUT013,1207.09090530818
FDZ02,OUT035,1333.5563048048716
FDL46,OUT045,1555.7302491536225
FDS60,OUT027,4259.663153542728
NCO06,OUT017,196.69818349913976
FDO16,OUT035,1143.269347398218
FDC60,OUT049,1533.602255276234
FDA48,OUT018,3903.9895209178962
FDZ36,OUT027,4554.162719801981
FDK27,OUT045,1713.95807153129
FDW23,OUT018,1118.34494924108
FDM14,OUT018,2335.1903444923832
FDM14,OUT013,1448.1048338759056
FDW60,OUT018,3444.4150755783526
FDE21,OUT013,1553.2175800947289
NCM42,OUT035,1498.5735499810871
FDY59,OUT010,-51.48735111054907
DRI49,OUT049,1315.4644609186957
FDT28,OUT019,1347.8766373394276
FDQ22,OUT018,1195.2605479804258
FDR60,OUT049,1285.0812195837802
FDC50,OUT019,363.9528055780838
FDV24,OUT013,1998.730859779348
DRF48,OUT010,1573.9627763161934
FDQ47,OUT046,548.3843781801238
DRN36,OUT049,1699.671202555537
NCY06,OUT035,1736.913106069936
FDE52,OUT035,1238.7726917209502
NCB54,OUT045,1728.1796906610675
NCF31,OUT035,2129.774954271019
FDJ08,OUT027,4330.799914650981
NCC07,OUT017,1449.722324267314
NCD19,OUT027,2354.927528161303
FDL46,OUT049,2179.029828798605
FDM20,OUT045,3603.499946880154
NCI06,OUT010,1258.4458513302916
DRM11,OUT035,3775.8042574057367
NCH07,OUT018,2963.651517055387
FDS23,OUT013,1616.4569639766323
FDO49,OUT018,1399.6678263416247
FDS35,OUT049,1132.8137661864885
DRK39,OUT045,1038.1442859222966
DRI39,OUT049,1034.1365691145033
FDV04,OUT017,2172.4519330744415
NCN14,OUT035,2537.2240218980724
FDH08,OUT013,3357.5892827721455
FDS20,OUT046,2889.806827372844
FDV40,OUT049,1423.24955660242
FDZ48,OUT010,114.08656104548731
FDS24,OUT027,2849.1091984084783
FDK44,OUT049,2815.054854829646
FDS48,OUT045,2236.8393874187936
FDK26,OUT010,1454.4552957635392
FDD23,OUT045,2746.658012572862
NCH54,OUT017,2242.611622636891
NCP14,OUT010,12.108878455464037
FDM60,OUT010,-883.3341091999257
FDV24,OUT017,2057.044789815741
FDH08,OUT018,4179.203730566984
FDS12,OUT027,3306.6441680411153
FDR39,OUT027,4216.614575257505
FDP12,OUT027,2077.6224037051556
DRF60,OUT027,5126.911337442911
FDC09,OUT035,1446.3813656451189
FDF50,OUT018,3571.3418265270443
FDG28,OUT035,3612.638957604482
NCE19,OUT017,571.8363016730705
NCM53,OUT010,117.47905113097113
NCN18,OUT049,2065.396016756848
FDF32,OUT035,2826.1359582078803
FDF11,OUT013,3541.1119712133286
DRI59,OUT049,3711.480237235874
NCG54,OUT035,2354.201905647153
FDM44,OUT046,1651.3118138798682
FDT57,OUT018,4283.62522297203
FDV24,OUT046,2337.9980568345504
FDI50,OUT019,2664.2129209200893
FDS09,OUT035,568.7019183953576
NCC31,OUT027,3908.890622362838
FDQ07,OUT019,2422.3076458965425
FDC22,OUT017,2712.735806714244
FDZ56,OUT046,2716.9340258082934
FDZ40,OUT019,-123.70019337621846
FDS46,OUT027,3350.582184597188
DRD24,OUT045,1968.433090924348
FDV45,OUT017,2708.5587444422877
FDL26,OUT045,2138.168125467893
FDA56,OUT018,2555.081349571403
FDN27,OUT046,1889.8620846634062
FDM20,OUT049,4023.1760916388534
FDO16,OUT017,1121.6493844683614
FDL03,OUT035,2888.4467819639603
FDE58,OUT046,1854.5424695435713
FDI02,OUT027,3174.8089553055775
NCC55,OUT019,-403.64653441705775
FDR03,OUT018,3894.938822078276
FDB14,OUT017,1185.588812511387
FDR45,OUT013,3482.3200781444198
NCN07,OUT017,1804.1389607516753
FDM51,OUT019,720.4040130603869
FDT52,OUT027,5321.989461124273
FDL26,OUT046,2407.995649525257
NCZ42,OUT046,3842.353745101454
DRI47,OUT019,1353.696519005451
FDW40,OUT013,1879.7463413193632
FDN34,OUT046,2877.9012190724065
FDS01,OUT035,2591.342702882993
NCG55,OUT045,1571.1904871986244
FDC11,OUT035,1004.8974229231194
FDX35,OUT018,4100.870464270625
NCB06,OUT046,2492.5114259901457
FDR09,OUT019,3017.143693581105
FDC53,OUT017,1357.6797554923364
FDY45,OUT013,3811.3472788107015
FDA22,OUT010,1014.2242843054191
FDE02,OUT035,1157.3259949125577
FDW21,OUT045,1478.1154379310447
FDV34,OUT046,1322.1642529815826
FDS59,OUT049,1949.650358874514
NCW17,OUT017,1801.2650988993646
NCK54,OUT046,1900.985325173318
FDG17,OUT019,2907.9901569792105
FDG35,OUT017,2650.8163833122785
FDD08,OUT010,-934.9084209786606
NCO07,OUT017,3133.8082211487517
FDJ10,OUT010,604.9269016296207
FDW36,OUT017,1370.5054624555946
FDW21,OUT010,269.6264725565213
FDY19,OUT017,1603.565681010955
DRE03,OUT013,462.96145090311916
NCC55,OUT049,762.8080529359531
FDH52,OUT010,-496.40210058651337
FDO09,OUT017,3851.1639895075336
FDU43,OUT045,3516.470922530631
FDX09,OUT010,1144.412583913575
FDH40,OUT019,317.3090336093667
FDW58,OUT017,1468.1280396201546
FDC47,OUT017,3216.2637065082654
NCR41,OUT035,1276.466854082988
DRG49,OUT035,3545.6816839132475
FDC52,OUT027,3962.009778157358
FDY13,OUT046,1235.3425159430635
FDY35,OUT013,493.2439666973303
FDI35,OUT017,2601.9827195482726
NCU18,OUT049,2378.392356744227
FDY33,OUT018,3014.949607664092
FDC15,OUT027,3769.401390420468
FDU01,OUT049,3288.043174324095
NCU42,OUT046,2740.6677935531607
NCV29,OUT018,3365.7232429980863
NCY30,OUT017,2641.608354261007
FDQ46,OUT049,1872.3372665181673
FDG58,OUT027,3851.586478667294
FDK33,OUT017,3153.4472717506073
NCD07,OUT045,1544.3200826306006
NCX29,OUT027,3646.2547571473096
NCT42,OUT013,2052.5577181349136
DRN59,OUT035,444.77273810713973
FDI44,OUT035,918.0560497363226
FDA45,OUT049,2841.350313523055
FDP31,OUT045,701.1547871646565
FDY01,OUT046,1766.9515069228146
FDT09,OUT018,2747.0231603073885
DRH03,OUT027,3070.2485848456568
FDA36,OUT018,3562.097375447995
NCF31,OUT017,2148.4657036816893
FDG14,OUT049,2601.80988597342
FDG28,OUT027,5328.564462452465
FDU14,OUT049,4103.002969490108
FDY47,OUT019,1106.8453528580187
FDI56,OUT049,1544.7514087395398
DRD01,OUT013,612.2733230886331
FDM22,OUT046,1097.6514398207096
FDH33,OUT013,266.49868128477215
DRZ24,OUT013,1500.4628594713467
NCQ38,OUT046,1747.3530956453474
FDO16,OUT027,2821.141794585049
FDU07,OUT027,3757.021182747621
NCB07,OUT013,2679.637247988009
FDU48,OUT045,1791.8776345617148
NCM43,OUT045,2373.4244868604424
FDR31,OUT010,754.8577465910564
DRK49,OUT018,1210.2528758369574
NCI30,OUT010,2230.7376674097072
DRD60,OUT017,2597.805746603398
NCG19,OUT046,3593.6045649643584
FDH12,OUT035,1345.8968694669734
FDM32,OUT035,1225.3240850712968
FDM27,OUT035,2124.9783385121536
NCU53,OUT027,4176.126821849395
NCQ18,OUT046,1487.0679852332155
FDS10,OUT013,2499.9919091769807
FDB33,OUT027,3966.2968407781577
FDI12,OUT013,1027.4103816770494
NCW42,OUT013,3124.453612276457
NCC06,OUT018,2586.1193834380106
FDW02,OUT017,1802.2347543525962
NCD43,OUT017,1450.5852220555994
FDM57,OUT018,1864.7579943988258
FDA58,OUT017,3386.5965227109486
FDK56,OUT046,2837.7828869775362
FDP52,OUT045,3547.817105016416
FDW20,OUT018,2517.709609048294
FDS52,OUT049,1852.0381909353032
NCT29,OUT018,2396.3287591277926
NCL54,OUT013,2400.793142239233
FDC05,OUT045,2832.226091496369
FDF34,OUT035,2947.0703885005923
FDP03,OUT027,3425.2729747481917
FDD32,OUT010,-192.58109005186907
FDZ10,OUT045,1876.3739152624971
FDZ40,OUT035,613.5761753491861
FDD51,OUT018,1150.7711929788047
NCY30,OUT019,1868.8486616578743
FDP58,OUT017,3059.61640521882
FDV49,OUT017,3920.3730377739
FDY24,OUT019,-234.8366834415865
NCO55,OUT017,1375.9054611251022
FDR13,OUT017,1670.0702092712972
FDS51,OUT017,752.5481120983764
FDP26,OUT045,1284.0271947989213
NCB54,OUT027,3459.122389039609
FDF32,OUT017,2801.1334475917774
FDN31,OUT018,3466.2777064244115
DRM48,OUT017,242.8977204661603
FDN20,OUT049,2853.6388818188975
DRL01,OUT046,3871.1576929762773
FDV56,OUT049,1980.2888373701858
DRH13,OUT027,3169.624450570563
FDA03,OUT017,2084.1568575654137
FDF47,OUT027,4875.324049502029
FDX32,OUT046,2315.315259148661
FDX57,OUT049,1744.9810819557024
NCA30,OUT045,2620.380182070754
FDO49,OUT013,545.4121178584273
FDL04,OUT019,557.3481558603994
DRM48,OUT035,255.57955374796188
FDR16,OUT013,2996.1379083931206
NCC19,OUT018,3498.6166677989545
NCE42,OUT045,3487.915172742732
FDY24,OUT017,583.3268638958705
FDH19,OUT049,2940.4855790018582
FDJ46,OUT013,2402.527954866687
FDN45,OUT010,1831.5635944006585
FDY08,OUT035,1866.4925131051655
FDZ37,OUT035,1216.6035160982638
NCT30,OUT045,448.6891963927844
DRY23,OUT018,1190.4623367196864
NCZ30,OUT018,2491.6691431557315
FDC44,OUT018,2184.9237049372723
FDB45,OUT035,1425.0850114650189
FDY04,OUT013,2297.6962215046583
FDM27,OUT046,2720.210714411179
FDZ43,OUT017,3564.5616030373926
FDT39,OUT019,1529.5740653083033
NCC06,OUT019,1042.3534527166605
FDL15,OUT027,3843.4249609180665
FDL57,OUT017,3800.985976380525
FDU08,OUT046,1618.6412474244962
FDK40,OUT017,3928.1292209230064
FDQ12,OUT010,2040.8596231513725
FDS48,OUT017,2148.407079936711
FDP09,OUT045,3070.835851798042
FDW21,OUT049,1888.4238090745157
FDY25,OUT035,2599.713980889318
DRE13,OUT017,1134.030318858248
FDV43,OUT019,-365.6745994661485
FDD22,OUT045,1429.6586433120092
FDM46,OUT019,306.1581755306188
NCO30,OUT010,1400.225732837449
FDM25,OUT046,2790.8330808635696
NCN41,OUT049,2092.2924979512777
FDU24,OUT045,1162.950490466715
FDZ50,OUT046,2921.424122970467
FDP45,OUT013,3695.260719823878
NCM54,OUT045,1706.4361328954838
FDW10,OUT019,1710.8702682941976
FDP20,OUT017,1750.1972712965107
FDK32,OUT046,2448.3126171914964
FDN52,OUT049,1519.4371265205216
FDM58,OUT045,1677.470978999862
FDZ46,OUT027,3146.41462919044
NCA18,OUT018,2367.613168902831
FDD35,OUT046,1980.3821333409983
NCK31,OUT035,562.8326447264778
FDI40,OUT027,2982.2431094240405
FDT50,OUT019,503.52970524518537
NCT06,OUT046,2620.9749822137524
FDT31,OUT035,2746.2026496864223
FDT45,OUT049,998.9116260066294
FDT13,OUT045,2718.065630395308
FDO50,OUT045,1123.8845556868669
NCU18,OUT010,622.2635923019577
NCR54,OUT049,3170.605995757469
NCO18,OUT018,3369.90332630057
FDU09,OUT045,662.2230664026415
FDT13,OUT018,3526.1873552621714
FDE09,OUT046,1842.8249923554495
NCK53,OUT019,617.1329615353895
FDG45,OUT049,3660.7336361806583
DRH15,OUT035,385.5319664483593
FDO21,OUT019,2672.245819973454
FDD14,OUT027,4191.853141487916
FDC09,OUT046,1734.9473890252025
FDH45,OUT027,2109.426827838916
FDV32,OUT046,1009.0559158344427
FDG12,OUT035,1764.5987569899867
FDS32,OUT013,1961.0748812879046
NCL55,OUT018,4442.911816028944
DRE01,OUT035,3426.3130900800456
DRE15,OUT049,1443.9095998941025
NCL42,OUT045,3604.740143208105
FDP31,OUT013,619.3597345489666
FDN33,OUT018,1984.3031685447445
FDZ59,OUT046,2605.3263516544907
FDE45,OUT010,1238.9432597235423
FDJ07,OUT013,1609.8449841855686
FDQ45,OUT018,3561.0692648306817
FDM33,OUT027,4812.891585342009
FDO15,OUT010,-215.07626340868433
FDM46,OUT013,1021.2731766829543
FDR03,OUT045,3091.4627601261486
FDY49,OUT018,3269.221923038261
FDQ60,OUT045,1589.693344227605
FDW10,OUT049,3069.3533365633375
FDO51,OUT049,954.5831595145942
FDJ40,OUT018,2299.8292523174673
FDS20,OUT018,3385.9911228820206
FDU45,OUT013,1520.286005506891
FDV02,OUT035,2372.2963233599667
FDN09,OUT046,3838.0083873677854
NCM55,OUT027,4331.635646925244
FDN23,OUT018,2830.6749439610226
FDY31,OUT010,721.4068145312256
FDW03,OUT010,221.04257273588587
FDD14,OUT046,2765.789504640864
FDV23,OUT017,1650.4105741207786
DRI03,OUT045,2539.0100580274934
FDN13,OUT035,1183.570150522958
FDF45,OUT027,2508.1521854107154
FDU46,OUT035,1250.7131171307647
FDB57,OUT049,3756.5079840104404
FDV12,OUT049,1938.0749304753126
FDQ58,OUT013,2117.2356077355707
NCA18,OUT017,1557.917855551138
FDH52,OUT049,1347.9209219065378
FDM24,OUT018,2912.127038501158
NCP43,OUT027,4300.6667587639695
NCO18,OUT019,1823.671781980694
FDM32,OUT017,1223.9207400317318
NCL07,OUT017,378.5607588160915
FDK03,OUT013,3661.6904490161464
FDP59,OUT017,1390.3484036934765
FDQ24,OUT049,4235.986086173241
FDQ16,OUT018,2262.235564641052
FDU44,OUT013,2239.4719555147303
FDH28,OUT010,-996.0319215761361
FDV28,OUT019,-526.1915779177885
FDM22,OUT045,653.5580780914077
FDR56,OUT046,3086.8196237569105
FDV39,OUT049,3344.980173493534
FDU37,OUT019,239.28888540362368
FDQ11,OUT010,2691.6899726206075
FDX02,OUT045,3216.583713385528
NCS42,OUT018,1969.0912264171188
FDY57,OUT027,2895.00406293959
FDB21,OUT049,3852.035736714605
FDE28,OUT017,3305.6327668981585
FDQ55,OUT017,1650.6892005676527
FDA48,OUT049,3578.030322331492
FDZ19,OUT045,2415.3403790876328
NCC43,OUT045,3631.0864829296506
NCV18,OUT046,1255.3832789569192
NCA42,OUT018,3068.5724587179143
FDY45,OUT046,4070.350696728296
NCC30,OUT045,2567.5672205435553
FDM57,OUT013,1044.9339542219213
FDL09,OUT010,974.5946288271682
FDB09,OUT027,3379.6619896399675
FDT44,OUT035,1535.0990042859357
NCT06,OUT027,4023.0119790852345
FDX26,OUT049,2988.7881967116023
FDK32,OUT013,2130.8324955983376
DRA12,OUT046,2281.7960989916514
FDO46,OUT010,1516.9596362843686
FDE52,OUT013,1133.4935381098458
NCH42,OUT045,3360.6335781983726
FDV08,OUT035,447.50501558477276
FDB47,OUT018,3805.7741207171716
FDC28,OUT010,158.1516731202239
FDD22,OUT046,1754.0528707231433
FDS07,OUT027,3180.534907429188
DRI13,OUT045,3178.2233026165623
FDG32,OUT018,3886.351275060518
FDU14,OUT017,3677.072733691462
FDD28,OUT019,-74.5481256880401
NCP41,OUT017,1524.7236171160666
FDS08,OUT049,2909.096010207674
FDX47,OUT045,2288.3807630892125
FDC53,OUT019,694.0736766555194
FDQ19,OUT035,3638.909926813266
FDL14,OUT045,2250.3139935551644
FDM33,OUT019,2398.67063823039
FDA51,OUT045,1451.6552411802718
FDZ27,OUT018,1372.1664562084643
FDT04,OUT046,610.3049894686221
DRC13,OUT049,2218.6367615245917
FDR16,OUT027,4781.472516163089
FDQ03,OUT027,5146.031047400034
FDE38,OUT035,2379.7185609336952
DRH23,OUT027,2209.976506755675
FDT11,OUT019,2043.4033837171824
FDD09,OUT035,2601.3851995095297
FDR40,OUT045,1231.528565374626
FDX07,OUT017,2714.7804739769217
FDR07,OUT035,1218.1252204255366
FDA51,OUT017,1477.858932626832
FDT59,OUT019,2688.9362679231235
FDF20,OUT017,2824.399410977405
FDR13,OUT045,1631.118257968978
FDY26,OUT049,3541.985596483845
FDW04,OUT017,1829.2834515874151
FDK52,OUT017,3249.4896614370764
FDN60,OUT049,2575.4674965523955
FDM09,OUT019,1673.973771220527
FDP46,OUT049,1519.1160046235616
FDB50,OUT019,102.60489096006836
NCQ29,OUT049,4153.080446369317
FDP16,OUT027,5285.707818694207
FDX33,OUT018,3040.482952235468
FDP07,OUT010,1671.5008365219642
FDN22,OUT046,3906.137803938
FDF39,OUT049,4464.91465722738
FDS21,OUT017,805.6658005242539
NCM42,OUT013,1404.2007161616616
FDK50,OUT019,1611.4582573266819
DRF13,OUT027,3768.8085445430675
FDH35,OUT018,3083.415200680001
FDP60,OUT018,2085.9545809653014
DRJ49,OUT027,3543.1385388907024
NCT42,OUT019,1384.7079490293252
FDE38,OUT049,2811.9394079377757
FDI04,OUT049,3305.0763275791273
NCH54,OUT045,2175.7321121959967
FDT56,OUT049,1079.5060491577706
DRD15,OUT018,4161.399265393429
FDV58,OUT013,2851.5836885300037
FDP21,OUT049,3203.4185059317233
FDH05,OUT013,3322.0008128023246
FDR10,OUT027,4044.1801933456113
NCP06,OUT045,2084.403350955296
FDF33,OUT049,1899.1915388371422
DRK37,OUT013,2781.0863554182924
DRH49,OUT045,1200.8107751565612
FDT58,OUT013,2258.412900512259
FDD41,OUT018,2188.6828106457574
FDP40,OUT018,2357.5106525857823
FDM51,OUT027,3127.3567322113254
FDO45,OUT010,-132.63087365687397
FDW33,OUT010,25.76251363402571
FDY24,OUT045,801.8698305542762
FDB10,OUT010,2114.4158389063364
FDM40,OUT035,1845.329514424704
NCI06,OUT017,2580.4686209749266
FDW12,OUT019,1339.4524519791414
FDX48,OUT027,3934.113124027345
NCW05,OUT027,3007.9617122583036
FDX27,OUT017,1213.139257931778
DRM37,OUT045,2776.18252595128
FDA38,OUT045,3559.7338474504722
FDR36,OUT046,643.2666383239318
FDZ45,OUT046,3113.161867628194
FDG05,OUT017,2236.451178558926
FDK28,OUT013,3705.2882894023046
FDV47,OUT045,1072.610591554374
FDN21,OUT045,2206.8202074304263
FDP20,OUT027,3434.0721148191624
FDI35,OUT045,2591.118458542317
DRY23,OUT013,355.14534220430335
FDA56,OUT017,1759.4844024076046
FDB09,OUT013,1597.004594321706
NCO26,OUT027,3238.671907413244
FDQ49,OUT018,3054.195250896389
FDI52,OUT027,3286.9565207946066
FDZ44,OUT027,3293.742608290877
FDZ09,OUT018,3038.8911350916255
FDY03,OUT049,1964.8328735032374
NCG42,OUT017,1789.4934979121144
DRI13,OUT027,4896.553831244313
FDQ32,OUT013,1705.4855042357485
FDW16,OUT035,1234.0878167326064
FDU27,OUT046,697.6897602783558
FDR28,OUT010,1086.6816988217056
FDQ49,OUT010,976.268263961166
FDS37,OUT046,1884.0906618305949
FDW26,OUT018,3972.6163622953604
FDX12,OUT018,4397.924328764975
NCP06,OUT013,2049.1613429433896
FDW45,OUT010,721.1073353785121
NCN30,OUT049,1716.3441661674951
FDN24,OUT049,936.3303243541318
NCL41,OUT027,1969.6510189609721
FDR02,OUT019,787.3983644633299
FDD09,OUT010,1324.4834642955634
FDS33,OUT010,42.66721388130054
FDU22,OUT045,1556.6306565079335
FDI53,OUT013,2186.2824031971213
DRH01,OUT049,2860.292673769164
FDX32,OUT013,1912.1610005031466
NCP30,OUT018,1189.1346453300157
FDB60,OUT045,2838.7767126056087
FDB14,OUT049,1625.7240982168714
NCP02,OUT035,669.0816075905418
FDJ10,OUT017,1918.2991216906858
FDG34,OUT046,1967.3378296263932
NCB18,OUT017,1133.3315279728822
FDM16,OUT049,1429.239814674411
FDW25,OUT018,1886.4301850466354
FDB35,OUT010,-106.32331395191272
DRN11,OUT013,1808.8405161223322
FDF41,OUT019,2762.6927551476483
FDH16,OUT045,1119.063464464094
NCQ50,OUT018,3879.6206787941087
DRH23,OUT018,1312.0990800490044
DRJ37,OUT013,2044.327136048034
DRJ24,OUT027,4250.395262686892
FDY16,OUT035,2607.521634732375
FDQ27,OUT045,1458.1791139339994
FDZ33,OUT045,1995.7491049552232
FDF29,OUT045,1901.6914225035966
FDA08,OUT049,2784.358868988907
FDG31,OUT046,1203.7649930275588
FDE34,OUT019,2068.3881356843835
NCR30,OUT027,2566.7294626461526
FDV33,OUT035,3871.270015045749
DRZ24,OUT018,2575.076532622624
NCL54,OUT035,2412.556794196679
FDR12,OUT049,2965.7237848647583
NCC54,OUT046,3745.7689416407443
DRN59,OUT013,551.9834221556935
FDX50,OUT019,691.4198318065596
FDV31,OUT027,4157.937161454745
NCA29,OUT027,4176.741113530485
FDW60,OUT049,3065.304468775556
FDX08,OUT017,2648.5175448246546
DRD49,OUT013,3255.370989816904
FDD33,OUT046,3573.6036461845683
FDW35,OUT013,429.5744642655353
FDJ36,OUT017,1326.9483304322625
FDV51,OUT035,2368.913693305178
FDW36,OUT046,1690.2589162778945
FDH35,OUT046,2595.039797774711
NCS30,OUT027,3432.5262009951152
FDN49,OUT017,319.24180242701675
FDL08,OUT018,4384.0624860564585
FDI09,OUT013,3391.1093852353215
FDP19,OUT018,2439.1699373179713
FDU21,OUT010,-1032.5710923863487
NCP41,OUT045,1484.1630450080193
FDY10,OUT013,1442.6854544153239
FDP12,OUT018,1180.274310943263
NCN26,OUT049,2031.4205844905327
FDK44,OUT013,2322.8594980174494
FDC28,OUT049,1882.7659181813228
FDJ41,OUT027,5595.252784295577
NCT29,OUT035,1656.7998772064525
NCH42,OUT019,2603.0235266539366
FDU60,OUT018,3187.8971874748318
FDS02,OUT045,2710.8310586578805
FDC51,OUT046,2098.6099131006727
FDU03,OUT013,2535.4065066474004
FDX39,OUT045,3101.6261963087213
NCY05,OUT010,-997.7103179161113
NCL06,OUT027,5466.588004062014
FDD32,OUT035,1197.6501897408307
NCN41,OUT045,1652.3549786415847
NCX53,OUT049,2450.105577436981
FDU57,OUT019,1341.2801514537912
FDQ23,OUT046,1710.9718857081848
FDQ52,OUT045,3542.4714108642115
FDC14,OUT045,440.4702977368328
FDY09,OUT035,2546.3071339611965
FDQ28,OUT045,2225.171828884229
FDV25,OUT046,3497.152467644893
FDJ07,OUT035,1635.667917583241
DRB25,OUT049,1812.1289221672582
FDK52,OUT019,2477.3936193199224
FDY52,OUT027,2520.444400840327
FDB28,OUT046,3074.18644528894
FDT36,OUT035,241.2818559360428
FDV25,OUT017,3231.9820383503534
NCN07,OUT027,3503.767131790374
FDC57,OUT017,2811.9095307824437
FDQ03,OUT018,4254.446350890041
FDU23,OUT017,2412.532321824876
NCX41,OUT035,3118.1341692481155
NCD06,OUT035,418.2435552185184
FDW08,OUT045,1303.3480885216768
NCU29,OUT017,2065.2165661058716
NCE06,OUT013,2154.1405300171305
FDV52,OUT010,220.49316595776054
FDB02,OUT017,2604.1178118111634
NCR18,OUT045,465.51649353166795
FDK16,OUT049,1807.4325385952789
NCQ29,OUT010,2387.9883081834414
FDZ01,OUT019,797.1616960688293
FDW27,OUT035,2152.1490344767103
FDD17,OUT018,4288.659229198012
FDW39,OUT013,2526.450736657475
DRH59,OUT045,868.302633801055
FDS52,OUT013,1378.3237356372706
FDU40,OUT027,4507.734987327316
NCF54,OUT013,2395.724082973423
FDH46,OUT045,1424.4062855493316
NCP14,OUT049,1732.246646458043
FDH50,OUT049,3273.3150535071495
DRF15,OUT010,863.0322709200857
FDV27,OUT027,2880.16360938296
NCJ06,OUT049,2075.3537363253026
FDN02,OUT018,3714.5160078239965
FDQ51,OUT049,1014.9046449616635
FDQ07,OUT017,3234.68470944084
FDS45,OUT049,1921.5358056791356
NCJ06,OUT045,1652.5628675134067
FDD36,OUT035,1628.443867087145
FDY25,OUT045,2618.5088396595183
FDU52,OUT046,2440.206542598235
DRK47,OUT017,3280.6617794030035
NCL30,OUT017,1755.1616684656515
FDN22,OUT035,3628.4921795589203
